year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2022,jun,Medical Care,567.25,West,Post-COVID,523.42,,453.81483333333335,
2023,jun,Medical Care,580.121,West,Post-COVID,535.3,,453.81483333333335,
2024,jun,Medical Care,609.095,West,Post-COVID,562.03,,453.81483333333335,
2025,jun,Medical Care,634.85,West,Post-COVID,585.8,,453.81483333333335,
2015,jul,Food at Home,249.077,West,Pre-COVID,350.17,47287.69,249.1335,47298.41662062334
2016,jul,Food at Home,245.52,West,Pre-COVID,345.17,48566.92,249.1335,49281.715395161285
2017,jul,Food at Home,246.141,West,Pre-COVID,346.04,49716.92,249.1335,50321.361694394676
2018,jul,Food at Home,246.043,West,Pre-COVID,345.9,50980.0,249.1335,51620.35022333494
2019,jul,Food at Home,250.45,West,Pre-COVID,352.1,,249.1335,
2020,jul,Food at Home,261.964,West,Post-COVID,368.28,,249.1335,
2021,jul,Food at Home,272.502,West,Post-COVID,383.1,,249.1335,
2022,jul,Food at Home,307.392,West,Post-COVID,432.15,,249.1335,
2023,jul,Food at Home,317.45,West,Post-COVID,446.29,,249.1335,
2024,jul,Food at Home,320.604,West,Post-COVID,450.72,,249.1335,
2025,jul,Food at Home,330.207,West,Post-COVID,464.22,,249.1335,
2015,jul,Food Away From Home,248.217,West,Pre-COVID,272.92,47287.69,250.00616666666667,47628.54319978755
2016,jul,Food Away From Home,258.704,West,Pre-COVID,284.45,48566.92,250.00616666666667,46934.061692152674
2017,jul,Food Away From Home,266.577,West,Pre-COVID,293.1,49716.92,250.00616666666667,46626.44034434079
2018,jul,Food Away From Home,275.768,West,Pre-COVID,303.21,50980.0,250.00616666666667,46217.52479137053
2019,jul,Food Away From Home,285.801,West,Pre-COVID,314.24,,250.00616666666667,
2020,jul,Food Away From Home,300.104,West,Post-COVID,329.97,,250.00616666666667,
2021,jul,Food Away From Home,315.954,West,Post-COVID,347.39,,250.00616666666667,
2022,jul,Food Away From Home,337.584,West,Post-COVID,371.18,,250.00616666666667,
2023,jul,Food Away From Home,361.011,West,Post-COVID,396.93,,250.00616666666667,
2024,jul,Food Away From Home,378.716,West,Post-COVID,416.4,,250.00616666666667,
2025,jul,Food Away From Home,393.978,West,Post-COVID,433.18,,250.00616666666667,
2015,jul,Energy,265.318,West,Pre-COVID,299.83,47287.69,239.35733333333334,42660.71422931477
2016,jul,Energy,232.523,West,Pre-COVID,262.77,48566.92,239.35733333333334,49994.402529699575
2017,jul,Energy,237.666,West,Pre-COVID,268.58,49716.92,239.35733333333334,50070.72695609244
2018,jul,Energy,273.095,West,Pre-COVID,308.62,50980.0,239.35733333333334,44682.022202286134
2019,jul,Energy,272.575,West,Pre-COVID,308.03,,239.35733333333334,
2020,jul,Energy,247.429,West,Post-COVID,279.62,,239.35733333333334,
2021,jul,Energy,309.105,West,Post-COVID,349.32,,239.35733333333334,
2022,jul,Energy,397.191,West,Post-COVID,448.86,,239.35733333333334,
2023,jul,Energy,370.197,West,Post-COVID,418.36,,239.35733333333334,
2024,jul,Energy,359.673,West,Post-COVID,406.46,,239.35733333333334,
2025,jul,Energy,358.734,West,Post-COVID,405.4,,239.35733333333334,
2015,jul,Shelter,288.418,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47185.08124236929
2016,jul,Shelter,302.297,West,Pre-COVID,1597.95,48566.92,287.7921666666667,46236.57904354547
2017,jul,Shelter,317.46,West,Pre-COVID,1678.1,49716.92,287.7921666666667,45070.68647008548
2018,jul,Shelter,331.639,West,Pre-COVID,1753.05,50980.0,287.7921666666667,44239.80489829805
2019,jul,Shelter,346.749,West,Pre-COVID,1832.92,,287.7921666666667,
2020,jul,Shelter,356.272,West,Post-COVID,1883.26,,287.7921666666667,
2021,jul,Shelter,364.668,West,Post-COVID,1927.64,,287.7921666666667,
2022,jul,Shelter,387.37,West,Post-COVID,2047.65,,287.7921666666667,
2023,jul,Shelter,413.469,West,Post-COVID,2185.61,,287.7921666666667,
2024,jul,Shelter,431.089,West,Post-COVID,2278.75,,287.7921666666667,
2025,jul,Shelter,444.667,West,Post-COVID,2350.52,,287.7921666666667,
2015,jul,Medical Care,455.089,West,Pre-COVID,418.42,47287.69,453.81483333333335,47155.2930439284
2016,jul,Medical Care,469.671,West,Pre-COVID,431.82,48566.92,453.81483333333335,46927.29315906951
2017,jul,Medical Care,479.489,West,Pre-COVID,440.85,49716.92,453.81483333333335,47054.83496732285
2018,jul,Medical Care,496.037,West,Pre-COVID,456.06,50980.0,453.81483333333335,46640.63407232391
2019,jul,Medical Care,509.995,West,Pre-COVID,468.9,,453.81483333333335,
2020,jul,Medical Care,544.125,West,Post-COVID,500.28,,453.81483333333335,
2021,jul,Medical Care,541.222,West,Post-COVID,497.61,,453.81483333333335,
2022,jul,Medical Care,568.682,West,Post-COVID,522.86,,453.81483333333335,
2023,jul,Medical Care,578.175,West,Post-COVID,531.58,,453.81483333333335,
2024,jul,Medical Care,611.794,West,Post-COVID,562.49,,453.81483333333335,
2025,jul,Medical Care,645.605,West,Post-COVID,593.58,,453.81483333333335,
2015,aug,Food at Home,249.825,West,Pre-COVID,350.17,47287.69,249.1335,47156.80062689883
2016,aug,Food at Home,244.517,West,Pre-COVID,342.73,48566.92,249.1335,49483.86723139905
2017,aug,Food at Home,245.591,West,Pre-COVID,344.23,49716.92,249.1335,50434.05616989221
2018,aug,Food at Home,246.873,West,Pre-COVID,346.03,50980.0,249.1335,51446.79989306242
2019,aug,Food at Home,249.406,West,Pre-COVID,349.58,,249.1335,
2020,aug,Food at Home,263.762,West,Post-COVID,369.7,,249.1335,
2021,aug,Food at Home,273.184,West,Post-COVID,382.91,,249.1335,
2022,aug,Food at Home,309.684,West,Post-COVID,434.07,,249.1335,
2023,aug,Food at Home,318.756,West,Post-COVID,446.78,,249.1335,
2024,aug,Food at Home,321.112,West,Post-COVID,450.09,,249.1335,
2025,aug,Food at Home,330.33,West,Post-COVID,463.01,,249.1335,
2015,aug,Food Away From Home,249.125,West,Pre-COVID,272.92,47287.69,250.00616666666667,47454.94875031277
2016,aug,Food Away From Home,259.267,West,Pre-COVID,284.03,48566.92,250.00616666666667,46832.14406772426
2017,aug,Food Away From Home,267.324,West,Pre-COVID,292.85,49716.92,250.00616666666667,46496.14919600684
2018,aug,Food Away From Home,276.72,West,Pre-COVID,303.15,50980.0,250.00616666666667,46058.52261009925
2019,aug,Food Away From Home,286.485,West,Pre-COVID,313.84,,250.00616666666667,
2020,aug,Food Away From Home,301.748,West,Post-COVID,330.57,,250.00616666666667,
2021,aug,Food Away From Home,316.242,West,Post-COVID,346.44,,250.00616666666667,
2022,aug,Food Away From Home,339.446,West,Post-COVID,371.86,,250.00616666666667,
2023,aug,Food Away From Home,362.061,West,Post-COVID,396.64,,250.00616666666667,
2024,aug,Food Away From Home,379.477,West,Post-COVID,415.72,,250.00616666666667,
2025,aug,Food Away From Home,394.767,West,Post-COVID,432.47,,250.00616666666667,
2015,aug,Energy,258.734,West,Pre-COVID,299.83,47287.69,239.35733333333334,43746.300748619564
2016,aug,Energy,227.71,West,Pre-COVID,263.88,48566.92,239.35733333333334,51051.1108840777
2017,aug,Energy,240.324,West,Pre-COVID,278.5,49716.92,239.35733333333334,49516.941265735695
2018,aug,Energy,272.425,West,Pre-COVID,315.7,50980.0,239.35733333333334,44791.912832278
2019,aug,Energy,266.906,West,Pre-COVID,309.3,,239.35733333333334,
2020,aug,Energy,249.846,West,Post-COVID,289.53,,239.35733333333334,
2021,aug,Energy,313.1,West,Post-COVID,362.84,,239.35733333333334,
2022,aug,Energy,375.83,West,Post-COVID,435.53,,239.35733333333334,
2023,aug,Energy,380.89,West,Post-COVID,441.39,,239.35733333333334,
2024,aug,Energy,356.605,West,Post-COVID,413.25,,239.35733333333334,
2025,aug,Energy,359.699,West,Post-COVID,416.84,,239.35733333333334,
2015,aug,Shelter,289.532,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47003.53246536365
2016,aug,Shelter,303.83,West,Pre-COVID,1599.87,48566.92,287.7921666666667,46003.288467651866
2017,aug,Shelter,318.929,West,Pre-COVID,1679.38,49716.92,287.7921666666667,44863.08904738463
2018,aug,Shelter,332.959,West,Pre-COVID,1753.26,50980.0,287.7921666666667,44064.418311764115
2019,aug,Shelter,348.257,West,Pre-COVID,1833.81,,287.7921666666667,
2020,aug,Shelter,356.336,West,Post-COVID,1876.35,,287.7921666666667,
2021,aug,Shelter,365.599,West,Post-COVID,1925.13,,287.7921666666667,
2022,aug,Shelter,390.037,West,Post-COVID,2053.81,,287.7921666666667,
2023,aug,Shelter,414.761,West,Post-COVID,2184.0,,287.7921666666667,
2024,aug,Shelter,432.345,West,Post-COVID,2276.59,,287.7921666666667,
2025,aug,Shelter,445.021,West,Post-COVID,2343.34,,287.7921666666667,
2015,aug,Medical Care,451.436,West,Pre-COVID,418.42,47287.69,453.81483333333335,47536.87157441661
2016,aug,Medical Care,472.902,West,Pre-COVID,438.31,48566.92,453.81483333333335,46606.67264108279
2017,aug,Medical Care,480.581,West,Pre-COVID,445.43,49716.92,453.81483333333335,46947.91463592332
2018,aug,Medical Care,494.151,West,Pre-COVID,458.01,50980.0,453.81483333333335,46818.64491488095
2019,aug,Medical Care,513.165,West,Pre-COVID,475.63,,453.81483333333335,
2020,aug,Medical Care,544.247,West,Post-COVID,504.44,,453.81483333333335,
2021,aug,Medical Care,542.553,West,Post-COVID,502.87,,453.81483333333335,
2022,aug,Medical Care,575.535,West,Post-COVID,533.44,,453.81483333333335,
2023,aug,Medical Care,582.797,West,Post-COVID,540.17,,453.81483333333335,
2024,aug,Medical Care,611.401,West,Post-COVID,566.68,,453.81483333333335,
2025,aug,Medical Care,644.803,West,Post-COVID,597.64,,453.81483333333335,
2015,sep,Food at Home,250.337,West,Pre-COVID,350.17,47287.69,249.1335,47060.35350992862
2016,sep,Food at Home,244.627,West,Pre-COVID,342.18,48566.92,249.1335,49461.616108687915
2017,sep,Food at Home,246.581,West,Pre-COVID,344.91,49716.92,249.1335,50231.56808034683
2018,sep,Food at Home,246.457,West,Pre-COVID,344.74,50980.0,249.1335,51533.638038278485
2019,sep,Food at Home,250.531,West,Pre-COVID,350.44,,249.1335,
2020,sep,Food at Home,262.926,West,Post-COVID,367.78,,249.1335,
2021,sep,Food at Home,276.214,West,Post-COVID,386.36,,249.1335,
2022,sep,Food at Home,311.473,West,Post-COVID,435.68,,249.1335,
2023,sep,Food at Home,318.187,West,Post-COVID,445.07,,249.1335,
2024,sep,Food at Home,321.588,West,Post-COVID,449.83,,249.1335,
2025,sep,Food at Home,,West,Post-COVID,,,249.1335,
2015,sep,Food Away From Home,252.334,West,Pre-COVID,272.92,47287.69,250.00616666666667,46851.451280531626
2016,sep,Food Away From Home,259.616,West,Pre-COVID,280.79,48566.92,250.00616666666667,46769.18793913575
2017,sep,Food Away From Home,268.673,West,Pre-COVID,290.59,49716.92,250.00616666666667,46262.69326532005
2018,sep,Food Away From Home,277.52,West,Pre-COVID,300.16,50980.0,250.00616666666667,45925.750852791396
2019,sep,Food Away From Home,288.102,West,Pre-COVID,311.6,,250.00616666666667,
2020,sep,Food Away From Home,302.893,West,Post-COVID,327.6,,250.00616666666667,
2021,sep,Food Away From Home,315.983,West,Post-COVID,341.76,,250.00616666666667,
2022,sep,Food Away From Home,341.18,West,Post-COVID,369.01,,250.00616666666667,
2023,sep,Food Away From Home,363.488,West,Post-COVID,393.14,,250.00616666666667,
2024,sep,Food Away From Home,381.086,West,Post-COVID,412.17,,250.00616666666667,
2025,sep,Food Away From Home,,West,Post-COVID,,,250.00616666666667,
2015,sep,Energy,242.168,West,Pre-COVID,299.83,47287.69,239.35733333333334,46738.85640503012
2016,sep,Energy,230.628,West,Pre-COVID,285.55,48566.92,239.35733333333334,50405.19130120078
2017,sep,Energy,248.061,West,Pre-COVID,307.13,49716.92,239.35733333333334,47972.512376982544
2018,sep,Energy,271.577,West,Pre-COVID,336.25,50980.0,239.35733333333334,44931.77571492923
2019,sep,Energy,268.626,West,Pre-COVID,332.59,,239.35733333333334,
2020,sep,Energy,250.416,West,Post-COVID,310.05,,239.35733333333334,
2021,sep,Energy,313.295,West,Post-COVID,387.9,,239.35733333333334,
2022,sep,Energy,376.137,West,Post-COVID,465.7,,239.35733333333334,
2023,sep,Energy,395.266,West,Post-COVID,489.39,,239.35733333333334,
2024,sep,Energy,356.844,West,Post-COVID,441.82,,239.35733333333334,
2025,sep,Energy,,West,Post-COVID,,,239.35733333333334,
2015,sep,Shelter,290.375,West,Pre-COVID,1524.58,47287.69,287.7921666666667,46867.074513169755
2016,sep,Shelter,305.353,West,Pre-COVID,1603.22,48566.92,287.7921666666667,45773.83924548527
2017,sep,Shelter,319.659,West,Pre-COVID,1678.34,49716.92,287.7921666666667,44760.635948912226
2018,sep,Shelter,333.957,West,Pre-COVID,1753.41,50980.0,287.7921666666667,43932.73582127839
2019,sep,Shelter,349.189,West,Pre-COVID,1833.38,,287.7921666666667,
2020,sep,Shelter,356.135,West,Post-COVID,1869.85,,287.7921666666667,
2021,sep,Shelter,366.78,West,Post-COVID,1925.74,,287.7921666666667,
2022,sep,Shelter,392.875,West,Post-COVID,2062.75,,287.7921666666667,
2023,sep,Shelter,416.666,West,Post-COVID,2187.66,,287.7921666666667,
2024,sep,Shelter,432.115,West,Post-COVID,2268.77,,287.7921666666667,
2025,sep,Shelter,,West,Post-COVID,,,287.7921666666667,
2015,sep,Medical Care,451.886,West,Pre-COVID,418.42,47287.69,453.81483333333335,47489.533103633075
2016,sep,Medical Care,473.509,West,Pre-COVID,438.44,48566.92,453.81483333333335,46546.92667998567
2017,sep,Medical Care,482.243,West,Pre-COVID,446.53,49716.92,453.81483333333335,46786.11356442015
2018,sep,Medical Care,495.094,West,Pre-COVID,458.42,50980.0,453.81483333333335,46729.46996597279
2019,sep,Medical Care,512.817,West,Pre-COVID,474.83,,453.81483333333335,
2020,sep,Medical Care,543.151,West,Post-COVID,502.92,,453.81483333333335,
2021,sep,Medical Care,543.062,West,Post-COVID,502.84,,453.81483333333335,
2022,sep,Medical Care,581.386,West,Post-COVID,538.33,,453.81483333333335,
2023,sep,Medical Care,590.018,West,Post-COVID,546.32,,453.81483333333335,
2024,sep,Medical Care,610.44,West,Post-COVID,565.23,,453.81483333333335,
2025,sep,Medical Care,,West,Post-COVID,,,453.81483333333335,
2015,oct,Food at Home,251.638,West,Pre-COVID,350.17,47287.69,249.1335,46817.04558379497
2016,oct,Food at Home,245.051,West,Pre-COVID,341.0,48566.92,249.1335,49376.03504503144
2017,oct,Food at Home,245.094,West,Pre-COVID,341.06,49716.92,249.1335,50536.32601703836
2018,oct,Food at Home,247.233,West,Pre-COVID,344.04,50980.0,249.1335,51371.88736940457
2019,oct,Food at Home,251.03,West,Pre-COVID,349.32,,249.1335,
2020,oct,Food at Home,263.83,West,Post-COVID,367.13,,249.1335,
2021,oct,Food at Home,279.212,West,Post-COVID,388.54,,249.1335,
2022,oct,Food at Home,312.155,West,Post-COVID,434.38,,249.1335,
2023,oct,Food at Home,319.135,West,Post-COVID,444.09,,249.1335,
2024,oct,Food at Home,322.551,West,Post-COVID,448.85,,249.1335,
2025,oct,Food at Home,,West,Post-COVID,,,249.1335,
2015,oct,Food Away From Home,252.981,West,Pre-COVID,272.92,47287.69,250.00616666666667,46731.62849155339
2016,oct,Food Away From Home,260.057,West,Pre-COVID,280.55,48566.92,250.00616666666667,46689.877588400486
2017,oct,Food Away From Home,269.251,West,Pre-COVID,290.47,49716.92,250.00616666666667,46163.38133441783
2018,oct,Food Away From Home,277.981,West,Pre-COVID,299.89,50980.0,250.00616666666667,45849.588197274876
2019,oct,Food Away From Home,288.871,West,Pre-COVID,311.63,,250.00616666666667,
2020,oct,Food Away From Home,303.505,West,Post-COVID,327.42,,250.00616666666667,
2021,oct,Food Away From Home,318.338,West,Post-COVID,343.42,,250.00616666666667,
2022,oct,Food Away From Home,345.261,West,Post-COVID,372.47,,250.00616666666667,
2023,oct,Food Away From Home,365.1,West,Post-COVID,393.87,,250.00616666666667,
2024,oct,Food Away From Home,382.132,West,Post-COVID,412.25,,250.00616666666667,
2025,oct,Food Away From Home,,West,Post-COVID,,,250.00616666666667,
2015,oct,Energy,230.777,West,Pre-COVID,299.83,47287.69,239.35733333333334,49045.85542707174
2016,oct,Energy,232.851,West,Pre-COVID,302.53,48566.92,239.35733333333334,49923.97910858589
2017,oct,Energy,244.605,West,Pre-COVID,317.8,49716.92,239.35733333333334,48650.31128859454
2018,oct,Energy,275.834,West,Pre-COVID,358.37,50980.0,239.35733333333334,44238.3348439037
2019,oct,Energy,281.399,West,Pre-COVID,365.6,,239.35733333333334,
2020,oct,Energy,249.409,West,Post-COVID,324.04,,239.35733333333334,
2021,oct,Energy,318.786,West,Post-COVID,414.18,,239.35733333333334,
2022,oct,Energy,395.694,West,Post-COVID,514.1,,239.35733333333334,
2023,oct,Energy,392.724,West,Post-COVID,510.24,,239.35733333333334,
2024,oct,Energy,353.701,West,Post-COVID,459.54,,239.35733333333334,
2025,oct,Energy,,West,Post-COVID,,,239.35733333333334,
2015,oct,Shelter,291.392,West,Pre-COVID,1524.58,47287.69,287.7921666666667,46703.501680765665
2016,oct,Shelter,306.763,West,Pre-COVID,1605.01,48566.92,287.7921666666667,45563.44518448009
2017,oct,Shelter,321.741,West,Pre-COVID,1683.37,49716.92,287.7921666666667,44470.98792753592
2018,oct,Shelter,334.494,West,Pre-COVID,1750.1,50980.0,287.7921666666667,43862.20576951056
2019,oct,Shelter,349.802,West,Pre-COVID,1830.19,,287.7921666666667,
2020,oct,Shelter,356.345,West,Post-COVID,1864.42,,287.7921666666667,
2021,oct,Shelter,368.754,West,Post-COVID,1929.35,,287.7921666666667,
2022,oct,Shelter,395.367,West,Post-COVID,2068.59,,287.7921666666667,
2023,oct,Shelter,417.624,West,Post-COVID,2185.04,,287.7921666666667,
2024,oct,Shelter,432.906,West,Post-COVID,2264.99,,287.7921666666667,
2025,oct,Shelter,,West,Post-COVID,,,287.7921666666667,
2015,oct,Medical Care,456.524,West,Pre-COVID,418.42,47287.69,453.81483333333335,47007.06897352239
2016,oct,Medical Care,473.706,West,Pre-COVID,434.16,48566.92,453.81483333333335,46527.56922081066
2017,oct,Medical Care,483.541,West,Pre-COVID,443.18,49716.92,453.81483333333335,46660.52261058869
2018,oct,Medical Care,496.643,West,Pre-COVID,455.19,50980.0,453.81483333333335,46583.72352642307
2019,oct,Medical Care,521.163,West,Pre-COVID,477.66,,453.81483333333335,
2020,oct,Medical Care,540.015,West,Post-COVID,494.94,,453.81483333333335,
2021,oct,Medical Care,546.468,West,Post-COVID,500.85,,453.81483333333335,
2022,oct,Medical Care,578.273,West,Post-COVID,530.0,,453.81483333333335,
2023,oct,Medical Care,590.688,West,Post-COVID,541.38,,453.81483333333335,
2024,oct,Medical Care,612.936,West,Post-COVID,561.77,,453.81483333333335,
2025,oct,Medical Care,,West,Post-COVID,,,453.81483333333335,
2015,nov,Food at Home,249.92,West,Pre-COVID,350.17,47287.69,249.1335,47138.875306558104
2016,nov,Food at Home,243.396,West,Pre-COVID,341.03,48566.92,249.1335,49711.7732576542
2017,nov,Food at Home,244.108,West,Pre-COVID,342.02,49716.92,249.1335,50740.4521311059
2018,nov,Food at Home,247.176,West,Pre-COVID,346.32,50980.0,249.1335,51383.73397902709
2019,nov,Food at Home,250.35,West,Pre-COVID,350.77,,249.1335,
2020,nov,Food at Home,261.562,West,Post-COVID,366.48,,249.1335,
2021,nov,Food at Home,281.412,West,Post-COVID,394.29,,249.1335,
2022,nov,Food at Home,311.536,West,Post-COVID,436.5,,249.1335,
2023,nov,Food at Home,316.867,West,Post-COVID,443.97,,249.1335,
2024,nov,Food at Home,322.914,West,Post-COVID,452.44,,249.1335,
2025,nov,Food at Home,,West,Post-COVID,,,249.1335,
2015,nov,Food Away From Home,253.577,West,Pre-COVID,272.92,47287.69,250.00616666666667,46621.79183215224
2016,nov,Food Away From Home,260.265,West,Pre-COVID,280.11,48566.92,250.00616666666667,46652.563717774836
2017,nov,Food Away From Home,269.801,West,Pre-COVID,290.38,49716.92,250.00616666666667,46069.27545736796
2018,nov,Food Away From Home,278.829,West,Pre-COVID,300.09,50980.0,250.00616666666667,45710.146278423934
2019,nov,Food Away From Home,288.878,West,Pre-COVID,310.91,,250.00616666666667,
