year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2018,jan,Shelter,270.413,South,Pre-COVID,1539.23,48918.23529411765,250.84933333333333,45379.13
2019,jan,Shelter,277.768,South,Pre-COVID,1581.1,,250.84933333333333,
2020,jan,Shelter,286.674,South,Post-COVID,1631.79,52548.82352941176,250.84933333333333,45981.98
2021,jan,Shelter,292.522,South,Post-COVID,1665.08,54384.117647058825,250.84933333333333,46636.56
2022,jan,Shelter,306.765,South,Post-COVID,1746.15,57502.35294117647,250.84933333333333,47021.1
2023,jan,Shelter,336.921,South,Post-COVID,1917.81,60820.0,250.84933333333333,45282.59
2024,jan,Shelter,359.429,South,Post-COVID,2045.93,63161.17647058824,250.84933333333333,44080.86
2025,jan,Shelter,375.11,South,Post-COVID,2135.18,65753.23597589921,250.84933333333333,43971.52
2015,jan,Medical Care,417.671,South,Pre-COVID,405.83,45784.117647058825,424.3911666666666,46520.77
2016,jan,Medical Care,432.458,South,Pre-COVID,420.2,46884.705882352944,424.3911666666666,46010.14
2017,jan,Medical Care,451.354,South,Pre-COVID,438.56,47828.23529411765,424.3911666666666,44971.09
2018,jan,Medical Care,461.691,South,Pre-COVID,448.61,48918.23529411765,424.3911666666666,44966.15
2019,jan,Medical Care,465.889,South,Pre-COVID,452.68,,424.3911666666666,
2020,jan,Medical Care,481.849,South,Post-COVID,468.19,52548.82352941176,424.3911666666666,46282.67
2021,jan,Medical Care,493.592,South,Post-COVID,479.6,54384.117647058825,424.3911666666666,46759.55
2022,jan,Medical Care,507.582,South,Post-COVID,493.2,57502.35294117647,424.3911666666666,48077.93
2023,jan,Medical Care,521.622,South,Post-COVID,506.84,60820.0,424.3911666666666,49483.09
2024,jan,Medical Care,528.189,South,Post-COVID,513.22,63161.17647058824,424.3911666666666,50748.97
2025,jan,Medical Care,540.213,South,Post-COVID,524.9,65753.23597589921,424.3911666666666,51655.72
2015,feb,Food at Home,242.165,South,Pre-COVID,331.0,45784.117647058825,241.08658333333335,45580.23
2016,feb,Food at Home,240.21,South,Pre-COVID,328.33,46884.705882352944,241.08658333333335,47055.8
2017,feb,Food at Home,236.647,South,Pre-COVID,323.46,47828.23529411765,241.08658333333335,48725.51
2018,feb,Food at Home,237.191,South,Pre-COVID,324.2,48918.23529411765,241.08658333333335,49721.66
2019,feb,Food at Home,239.87,South,Pre-COVID,327.86,,241.08658333333335,
