year,month,category,cpi,region,period,estimatedcost,avg_wage
2021,sep,Food Away From Home,316.597,Northeast,Post-COVID,323.69,62467.77777777778
2022,sep,Food Away From Home,340.447,Northeast,Post-COVID,348.07,65818.88888888889
2023,sep,Food Away From Home,360.909,Northeast,Post-COVID,369.0,69343.33333333333
2024,sep,Food Away From Home,375.79,Northeast,Post-COVID,384.21,71988.88888888889
2025,sep,Food Away From Home,,Northeast,Post-COVID,,75084.4050740352
2015,sep,Energy,190.364,Northeast,Pre-COVID,292.92,51403.333333333336
2016,sep,Energy,185.329,Northeast,Pre-COVID,285.17,52797.77777777778
2017,sep,Energy,210.049,Northeast,Pre-COVID,323.21,53960.0
2018,sep,Energy,222.488,Northeast,Pre-COVID,342.35,55435.555555555555
2019,sep,Energy,208.392,Northeast,Pre-COVID,320.66,
2020,sep,Energy,191.582,Northeast,Post-COVID,294.79,60284.444444444445
2021,sep,Energy,238.073,Northeast,Post-COVID,366.33,62467.77777777778
2022,sep,Energy,294.732,Northeast,Post-COVID,453.51,65818.88888888889
2023,sep,Energy,284.786,Northeast,Post-COVID,438.21,69343.33333333333
2024,sep,Energy,273.529,Northeast,Post-COVID,420.88,71988.88888888889
2025,sep,Energy,,Northeast,Post-COVID,,75084.4050740352
2015,sep,Shelter,327.736,Northeast,Pre-COVID,1465.83,51403.333333333336
2016,sep,Shelter,336.165,Northeast,Pre-COVID,1503.53,52797.77777777778
2017,sep,Shelter,342.873,Northeast,Pre-COVID,1533.54,53960.0
2018,sep,Shelter,352.325,Northeast,Pre-COVID,1575.81,55435.555555555555
2019,sep,Shelter,361.023,Northeast,Pre-COVID,1614.71,
2020,sep,Shelter,368.205,Northeast,Post-COVID,1646.84,60284.444444444445
2021,sep,Shelter,375.444,Northeast,Post-COVID,1679.21,62467.77777777778
2022,sep,Shelter,390.895,Northeast,Post-COVID,1748.32,65818.88888888889
2023,sep,Shelter,416.575,Northeast,Post-COVID,1863.17,69343.33333333333
2024,sep,Shelter,441.126,Northeast,Post-COVID,1972.98,71988.88888888889
2025,sep,Shelter,,Northeast,Post-COVID,,75084.4050740352
2015,sep,Medical Care,469.086,Northeast,Pre-COVID,412.67,51403.333333333336
2016,sep,Medical Care,488.584,Northeast,Pre-COVID,429.82,52797.77777777778
2017,sep,Medical Care,496.216,Northeast,Pre-COVID,436.53,53960.0
2018,sep,Medical Care,506.476,Northeast,Pre-COVID,445.56,55435.555555555555
2019,sep,Medical Care,531.412,Northeast,Pre-COVID,467.5,
2020,sep,Medical Care,548.668,Northeast,Post-COVID,482.68,60284.444444444445
2021,sep,Medical Care,549.485,Northeast,Post-COVID,483.4,62467.77777777778
2022,sep,Medical Care,582.964,Northeast,Post-COVID,512.85,65818.88888888889
2023,sep,Medical Care,556.263,Northeast,Post-COVID,489.36,69343.33333333333
2024,sep,Medical Care,572.052,Northeast,Post-COVID,503.25,71988.88888888889
2025,sep,Medical Care,,Northeast,Post-COVID,,75084.4050740352
2015,oct,Food at Home,249.465,Northeast,Pre-COVID,342.08,51403.333333333336
2016,oct,Food at Home,244.455,Northeast,Pre-COVID,335.21,52797.77777777778
2017,oct,Food at Home,247.077,Northeast,Pre-COVID,338.81,53960.0
2018,oct,Food at Home,248.743,Northeast,Pre-COVID,341.09,55435.555555555555
2019,oct,Food at Home,251.386,Northeast,Pre-COVID,344.72,
2020,oct,Food at Home,259.598,Northeast,Post-COVID,355.98,60284.444444444445
2021,oct,Food at Home,270.004,Northeast,Post-COVID,370.25,62467.77777777778
2022,oct,Food at Home,302.019,Northeast,Post-COVID,414.15,65818.88888888889
2023,oct,Food at Home,308.342,Northeast,Post-COVID,422.82,69343.33333333333
2024,oct,Food at Home,309.656,Northeast,Post-COVID,424.62,71988.88888888889
2025,oct,Food at Home,,Northeast,Post-COVID,,75084.4050740352
2015,oct,Food Away From Home,261.198,Northeast,Pre-COVID,266.83,51403.333333333336
2016,oct,Food Away From Home,268.284,Northeast,Pre-COVID,274.07,52797.77777777778
2017,oct,Food Away From Home,274.502,Northeast,Pre-COVID,280.42,53960.0
2018,oct,Food Away From Home,281.948,Northeast,Pre-COVID,288.03,55435.555555555555
2019,oct,Food Away From Home,290.713,Northeast,Pre-COVID,296.99,
2020,oct,Food Away From Home,301.677,Northeast,Post-COVID,308.19,60284.444444444445
2021,oct,Food Away From Home,320.371,Northeast,Post-COVID,327.28,62467.77777777778
2022,oct,Food Away From Home,345.023,Northeast,Post-COVID,352.47,65818.88888888889
2023,oct,Food Away From Home,362.775,Northeast,Post-COVID,370.6,69343.33333333333
2024,oct,Food Away From Home,376.241,Northeast,Post-COVID,384.36,71988.88888888889
2025,oct,Food Away From Home,,Northeast,Post-COVID,,75084.4050740352
2015,oct,Energy,183.436,Northeast,Pre-COVID,292.92,51403.333333333336
2016,oct,Energy,185.717,Northeast,Pre-COVID,296.56,52797.77777777778
2017,oct,Energy,202.61,Northeast,Pre-COVID,323.53,53960.0
2018,oct,Energy,221.078,Northeast,Pre-COVID,353.02,55435.555555555555
2019,oct,Energy,206.786,Northeast,Pre-COVID,330.2,
2020,oct,Energy,189.574,Northeast,Post-COVID,302.72,60284.444444444445
2021,oct,Energy,247.925,Northeast,Post-COVID,395.89,62467.77777777778
2022,oct,Energy,295.557,Northeast,Post-COVID,471.96,65818.88888888889
2023,oct,Energy,278.447,Northeast,Post-COVID,444.63,69343.33333333333
2024,oct,Energy,270.508,Northeast,Post-COVID,431.96,71988.88888888889
2025,oct,Energy,,Northeast,Post-COVID,,75084.4050740352
2015,oct,Shelter,327.847,Northeast,Pre-COVID,1465.83,51403.333333333336
2016,oct,Shelter,337.408,Northeast,Pre-COVID,1508.58,52797.77777777778
2017,oct,Shelter,343.253,Northeast,Pre-COVID,1534.71,53960.0
2018,oct,Shelter,352.035,Northeast,Pre-COVID,1573.98,55435.555555555555
2019,oct,Shelter,359.999,Northeast,Pre-COVID,1609.59,
2020,oct,Shelter,366.774,Northeast,Post-COVID,1639.88,60284.444444444445
2021,oct,Shelter,374.986,Northeast,Post-COVID,1676.6,62467.77777777778
2022,oct,Shelter,392.926,Northeast,Post-COVID,1756.81,65818.88888888889
2023,oct,Shelter,417.687,Northeast,Post-COVID,1867.52,69343.33333333333
2024,oct,Shelter,442.607,Northeast,Post-COVID,1978.94,71988.88888888889
2025,oct,Shelter,,Northeast,Post-COVID,,75084.4050740352
2015,oct,Medical Care,471.457,Northeast,Pre-COVID,412.67,51403.333333333336
2016,oct,Medical Care,488.866,Northeast,Pre-COVID,427.9,52797.77777777778
2017,oct,Medical Care,498.337,Northeast,Pre-COVID,436.19,53960.0
2018,oct,Medical Care,508.049,Northeast,Pre-COVID,444.7,55435.555555555555
2019,oct,Medical Care,535.25,Northeast,Pre-COVID,468.5,
2020,oct,Medical Care,547.497,Northeast,Post-COVID,479.22,60284.444444444445
2021,oct,Medical Care,550.296,Northeast,Post-COVID,481.67,62467.77777777778
2022,oct,Medical Care,579.822,Northeast,Post-COVID,507.52,65818.88888888889
2023,oct,Medical Care,548.512,Northeast,Post-COVID,480.11,69343.33333333333
2024,oct,Medical Care,572.947,Northeast,Post-COVID,501.5,71988.88888888889
2025,oct,Medical Care,,Northeast,Post-COVID,,75084.4050740352
2015,nov,Food at Home,248.12,Northeast,Pre-COVID,342.08,51403.333333333336
2016,nov,Food at Home,243.192,Northeast,Pre-COVID,335.29,52797.77777777778
2017,nov,Food at Home,245.92,Northeast,Pre-COVID,339.05,53960.0
2018,nov,Food at Home,248.204,Northeast,Pre-COVID,342.2,55435.555555555555
2019,nov,Food at Home,251.867,Northeast,Pre-COVID,347.25,
2020,nov,Food at Home,258.979,Northeast,Post-COVID,357.05,60284.444444444445
2021,nov,Food at Home,271.905,Northeast,Post-COVID,374.88,62467.77777777778
2022,nov,Food at Home,302.349,Northeast,Post-COVID,416.85,65818.88888888889
2023,nov,Food at Home,306.717,Northeast,Post-COVID,422.87,69343.33333333333
2024,nov,Food at Home,309.891,Northeast,Post-COVID,427.25,71988.88888888889
2025,nov,Food at Home,,Northeast,Post-COVID,,75084.4050740352
2015,nov,Food Away From Home,261.719,Northeast,Pre-COVID,266.83,51403.333333333336
2016,nov,Food Away From Home,268.657,Northeast,Pre-COVID,273.91,52797.77777777778
2017,nov,Food Away From Home,275.002,Northeast,Pre-COVID,280.38,53960.0
2018,nov,Food Away From Home,282.244,Northeast,Pre-COVID,287.76,55435.555555555555
2019,nov,Food Away From Home,290.793,Northeast,Pre-COVID,296.48,
2020,nov,Food Away From Home,301.705,Northeast,Post-COVID,307.6,60284.444444444445
2021,nov,Food Away From Home,322.436,Northeast,Post-COVID,328.74,62467.77777777778
2022,nov,Food Away From Home,345.927,Northeast,Post-COVID,352.69,65818.88888888889
2023,nov,Food Away From Home,364.256,Northeast,Post-COVID,371.37,69343.33333333333
2024,nov,Food Away From Home,377.043,Northeast,Post-COVID,384.41,71988.88888888889
2025,nov,Food Away From Home,,Northeast,Post-COVID,,75084.4050740352
2015,nov,Energy,185.044,Northeast,Pre-COVID,292.92,51403.333333333336
2016,nov,Energy,188.253,Northeast,Pre-COVID,298.0,52797.77777777778
2017,nov,Energy,206.616,Northeast,Pre-COVID,327.06,53960.0
2018,nov,Energy,215.922,Northeast,Pre-COVID,341.8,55435.555555555555
2019,nov,Energy,210.061,Northeast,Pre-COVID,332.52,
2020,nov,Energy,191.517,Northeast,Post-COVID,303.16,60284.444444444445
2021,nov,Energy,253.737,Northeast,Post-COVID,401.65,62467.77777777778
2022,nov,Energy,302.168,Northeast,Post-COVID,478.32,65818.88888888889
2023,nov,Energy,278.696,Northeast,Post-COVID,441.16,69343.33333333333
2024,nov,Energy,271.093,Northeast,Post-COVID,429.13,71988.88888888889
2025,nov,Energy,,Northeast,Post-COVID,,75084.4050740352
2015,nov,Shelter,327.989,Northeast,Pre-COVID,1465.83,51403.333333333336
2016,nov,Shelter,338.115,Northeast,Pre-COVID,1511.09,52797.77777777778
2017,nov,Shelter,343.275,Northeast,Pre-COVID,1534.15,53960.0
2018,nov,Shelter,351.89,Northeast,Pre-COVID,1572.65,55435.555555555555
2019,nov,Shelter,360.772,Northeast,Pre-COVID,1612.35,
2020,nov,Shelter,367.346,Northeast,Post-COVID,1641.73,60284.444444444445
2021,nov,Shelter,375.838,Northeast,Post-COVID,1679.68,62467.77777777778
2022,nov,Shelter,394.293,Northeast,Post-COVID,1762.16,65818.88888888889
2023,nov,Shelter,419.375,Northeast,Post-COVID,1874.25,69343.33333333333
2024,nov,Shelter,443.365,Northeast,Post-COVID,1981.47,71988.88888888889
2025,nov,Shelter,,Northeast,Post-COVID,,75084.4050740352
2015,nov,Medical Care,472.096,Northeast,Pre-COVID,412.67,51403.333333333336
2016,nov,Medical Care,488.452,Northeast,Pre-COVID,426.96,52797.77777777778
2017,nov,Medical Care,498.864,Northeast,Pre-COVID,436.07,53960.0
2018,nov,Medical Care,508.36,Northeast,Pre-COVID,444.37,55435.555555555555
2019,nov,Medical Care,536.649,Northeast,Pre-COVID,469.09,
2020,nov,Medical Care,546.128,Northeast,Post-COVID,477.38,60284.444444444445
2021,nov,Medical Care,552.929,Northeast,Post-COVID,483.32,62467.77777777778
2022,nov,Medical Care,577.943,Northeast,Post-COVID,505.19,65818.88888888889
2023,nov,Medical Care,550.861,Northeast,Post-COVID,481.52,69343.33333333333
2024,nov,Medical Care,574.29,Northeast,Post-COVID,502.0,71988.88888888889
2025,nov,Medical Care,,Northeast,Post-COVID,,75084.4050740352
2015,dec,Food at Home,247.883,Northeast,Pre-COVID,342.08,51403.333333333336
2016,dec,Food at Home,242.625,Northeast,Pre-COVID,334.83,52797.77777777778
2017,dec,Food at Home,246.424,Northeast,Pre-COVID,340.07,53960.0
2018,dec,Food at Home,248.585,Northeast,Pre-COVID,343.05,55435.555555555555
2019,dec,Food at Home,251.134,Northeast,Pre-COVID,346.57,
2020,dec,Food at Home,260.581,Northeast,Post-COVID,359.61,60284.444444444445
2021,dec,Food at Home,273.384,Northeast,Post-COVID,377.28,62467.77777777778
2022,dec,Food at Home,302.872,Northeast,Post-COVID,417.97,65818.88888888889
2023,dec,Food at Home,306.005,Northeast,Post-COVID,422.29,69343.33333333333
2024,dec,Food at Home,310.743,Northeast,Post-COVID,428.83,71988.88888888889
2025,dec,Food at Home,,Northeast,Post-COVID,,75084.4050740352
2015,dec,Food Away From Home,261.919,Northeast,Pre-COVID,266.83,51403.333333333336
2016,dec,Food Away From Home,268.58,Northeast,Pre-COVID,273.62,52797.77777777778
2017,dec,Food Away From Home,275.644,Northeast,Pre-COVID,280.82,53960.0
2018,dec,Food Away From Home,283.176,Northeast,Pre-COVID,288.49,55435.555555555555
2019,dec,Food Away From Home,292.114,Northeast,Pre-COVID,297.59,
2020,dec,Food Away From Home,304.57,Northeast,Post-COVID,310.28,60284.444444444445
2021,dec,Food Away From Home,323.704,Northeast,Post-COVID,329.78,62467.77777777778
2022,dec,Food Away From Home,347.234,Northeast,Post-COVID,353.75,65818.88888888889
2023,dec,Food Away From Home,365.615,Northeast,Post-COVID,372.47,69343.33333333333
2024,dec,Food Away From Home,378.562,Northeast,Post-COVID,385.66,71988.88888888889
2025,dec,Food Away From Home,,Northeast,Post-COVID,,75084.4050740352
2015,dec,Energy,180.17,Northeast,Pre-COVID,292.92,51403.333333333336
2016,dec,Energy,191.636,Northeast,Pre-COVID,311.56,52797.77777777778
2017,dec,Energy,207.538,Northeast,Pre-COVID,337.41,53960.0
2018,dec,Energy,209.78,Northeast,Pre-COVID,341.06,55435.555555555555
2019,dec,Energy,210.063,Northeast,Pre-COVID,341.52,
2020,dec,Energy,197.774,Northeast,Post-COVID,321.54,60284.444444444445
2021,dec,Energy,253.13,Northeast,Post-COVID,411.53,62467.77777777778
2022,dec,Energy,290.095,Northeast,Post-COVID,471.63,65818.88888888889
2023,dec,Energy,270.482,Northeast,Post-COVID,439.74,69343.33333333333
2024,dec,Energy,272.876,Northeast,Post-COVID,443.64,71988.88888888889
2025,dec,Energy,,Northeast,Post-COVID,,75084.4050740352
2015,dec,Shelter,328.018,Northeast,Pre-COVID,1465.83,51403.333333333336
2016,dec,Shelter,338.128,Northeast,Pre-COVID,1511.01,52797.77777777778
2017,dec,Shelter,344.282,Northeast,Pre-COVID,1538.51,53960.0
2018,dec,Shelter,353.372,Northeast,Pre-COVID,1579.13,55435.555555555555
2019,dec,Shelter,360.599,Northeast,Pre-COVID,1611.43,
2020,dec,Shelter,367.393,Northeast,Post-COVID,1641.79,60284.444444444445
2021,dec,Shelter,377.105,Northeast,Post-COVID,1685.19,62467.77777777778
2022,dec,Shelter,396.479,Northeast,Post-COVID,1771.77,65818.88888888889
2023,dec,Shelter,422.128,Northeast,Post-COVID,1886.39,69343.33333333333
2024,dec,Shelter,444.459,Northeast,Post-COVID,1986.18,71988.88888888889
2025,dec,Shelter,,Northeast,Post-COVID,,75084.4050740352
2015,dec,Medical Care,470.813,Northeast,Pre-COVID,412.67,51403.333333333336
2016,dec,Medical Care,486.991,Northeast,Pre-COVID,426.85,52797.77777777778
2017,dec,Medical Care,499.765,Northeast,Pre-COVID,438.04,53960.0
2018,dec,Medical Care,509.755,Northeast,Pre-COVID,446.8,55435.555555555555
2019,dec,Medical Care,539.822,Northeast,Pre-COVID,473.15,
2020,dec,Medical Care,544.695,Northeast,Post-COVID,477.42,60284.444444444445
2021,dec,Medical Care,553.612,Northeast,Post-COVID,485.24,62467.77777777778
2022,dec,Medical Care,576.835,Northeast,Post-COVID,505.59,65818.88888888889
2023,dec,Medical Care,551.897,Northeast,Post-COVID,483.74,69343.33333333333
2024,dec,Medical Care,573.478,Northeast,Post-COVID,502.65,71988.88888888889
2025,dec,Medical Care,,Northeast,Post-COVID,,75084.4050740352
2015,jan,Food at Home,231.378,Midwest,Pre-COVID,324.75,44357.5
2016,jan,Food at Home,230.695,Midwest,Pre-COVID,323.79,45647.5
2017,jan,Food at Home,225.083,Midwest,Pre-COVID,315.91,46655.0
2018,jan,Food at Home,226.656,Midwest,Pre-COVID,318.12,47865.0
2019,jan,Food at Home,226.291,Midwest,Pre-COVID,317.61,
2020,jan,Food at Home,228.471,Midwest,Post-COVID,320.67,51440.833333333336
2021,jan,Food at Home,235.377,Midwest,Post-COVID,330.36,53044.166666666664
2022,jan,Food at Home,255.381,Midwest,Post-COVID,358.44,56114.166666666664
2023,jan,Food at Home,285.715,Midwest,Post-COVID,401.01,59237.5
2024,jan,Food at Home,289.498,Midwest,Post-COVID,406.32,61460.0
2025,jan,Food at Home,294.516,Midwest,Post-COVID,413.37,64017.06259108929
2015,jan,Food Away From Home,252.035,Midwest,Pre-COVID,254.17,44357.5
2016,jan,Food Away From Home,257.959,Midwest,Pre-COVID,260.14,45647.5
2017,jan,Food Away From Home,263.637,Midwest,Pre-COVID,265.87,46655.0
2018,jan,Food Away From Home,269.502,Midwest,Pre-COVID,271.78,47865.0
2019,jan,Food Away From Home,276.128,Midwest,Pre-COVID,278.46,
2020,jan,Food Away From Home,283.255,Midwest,Post-COVID,285.65,51440.833333333336
2021,jan,Food Away From Home,292.106,Midwest,Post-COVID,294.58,53044.166666666664
2022,jan,Food Away From Home,312.702,Midwest,Post-COVID,315.35,56114.166666666664
2023,jan,Food Away From Home,342.565,Midwest,Post-COVID,345.46,59237.5
2024,jan,Food Away From Home,357.78,Midwest,Post-COVID,360.81,61460.0
2025,jan,Food Away From Home,367.631,Midwest,Post-COVID,370.74,64017.06259108929
2015,jan,Energy,182.372,Midwest,Pre-COVID,275.83,44357.5
2016,jan,Energy,169.831,Midwest,Pre-COVID,256.87,45647.5
2017,jan,Energy,194.261,Midwest,Pre-COVID,293.82,46655.0
2018,jan,Energy,203.251,Midwest,Pre-COVID,307.41,47865.0
2019,jan,Energy,182.886,Midwest,Pre-COVID,276.61,
2020,jan,Energy,198.499,Midwest,Post-COVID,300.23,51440.833333333336
2021,jan,Energy,192.598,Midwest,Post-COVID,291.3,53044.166666666664
2022,jan,Energy,240.746,Midwest,Post-COVID,364.12,56114.166666666664
2023,jan,Energy,260.465,Midwest,Post-COVID,393.95,59237.5
2024,jan,Energy,240.205,Midwest,Post-COVID,363.3,61460.0
2025,jan,Energy,249.642,Midwest,Post-COVID,377.58,64017.06259108929
2015,jan,Shelter,246.573,Midwest,Pre-COVID,1375.17,44357.5
2016,jan,Shelter,252.717,Midwest,Pre-COVID,1409.43,45647.5
2017,jan,Shelter,259.528,Midwest,Pre-COVID,1447.42,46655.0
2018,jan,Shelter,266.364,Midwest,Pre-COVID,1485.54,47865.0
2019,jan,Shelter,275.22,Midwest,Pre-COVID,1534.93,
2020,jan,Shelter,284.095,Midwest,Post-COVID,1584.43,51440.833333333336
2021,jan,Shelter,288.325,Midwest,Post-COVID,1608.02,53044.166666666664
2022,jan,Shelter,301.535,Midwest,Post-COVID,1681.7,56114.166666666664
2023,jan,Shelter,320.948,Midwest,Post-COVID,1789.96,59237.5
2024,jan,Shelter,341.513,Midwest,Post-COVID,1904.66,61460.0
2025,jan,Shelter,359.714,Midwest,Post-COVID,2006.17,64017.06259108929
2015,jan,Medical Care,448.542,Midwest,Pre-COVID,399.58,44357.5
2016,jan,Medical Care,460.482,Midwest,Pre-COVID,410.22,45647.5
2017,jan,Medical Care,479.115,Midwest,Pre-COVID,426.82,46655.0
2018,jan,Medical Care,481.011,Midwest,Pre-COVID,428.51,47865.0
2019,jan,Medical Care,492.369,Midwest,Pre-COVID,438.63,
2020,jan,Medical Care,507.573,Midwest,Post-COVID,452.17,51440.833333333336
2021,jan,Medical Care,523.287,Midwest,Post-COVID,466.17,53044.166666666664
2022,jan,Medical Care,531.401,Midwest,Post-COVID,473.4,56114.166666666664
2023,jan,Medical Care,546.299,Midwest,Post-COVID,486.67,59237.5
2024,jan,Medical Care,549.6,Midwest,Post-COVID,489.61,61460.0
2025,jan,Medical Care,564.371,Midwest,Post-COVID,502.77,64017.06259108929
2015,feb,Food at Home,230.747,Midwest,Pre-COVID,324.75,44357.5
2016,feb,Food at Home,229.779,Midwest,Pre-COVID,323.39,45647.5
2017,feb,Food at Home,225.558,Midwest,Pre-COVID,317.45,46655.0
2018,feb,Food at Home,226.81,Midwest,Pre-COVID,319.21,47865.0
2019,feb,Food at Home,228.347,Midwest,Pre-COVID,321.37,
2020,feb,Food at Home,229.829,Midwest,Post-COVID,323.46,51440.833333333336
2021,feb,Food at Home,235.863,Midwest,Post-COVID,331.95,53044.166666666664
2022,feb,Food at Home,258.599,Midwest,Post-COVID,363.95,56114.166666666664
2023,feb,Food at Home,286.503,Midwest,Post-COVID,403.22,59237.5
2024,feb,Food at Home,289.635,Midwest,Post-COVID,407.63,61460.0
2025,feb,Food at Home,293.462,Midwest,Post-COVID,413.01,64017.06259108929
2015,feb,Food Away From Home,252.483,Midwest,Pre-COVID,254.17,44357.5
2016,feb,Food Away From Home,258.214,Midwest,Pre-COVID,259.94,45647.5
2017,feb,Food Away From Home,264.278,Midwest,Pre-COVID,266.04,46655.0
2018,feb,Food Away From Home,269.935,Midwest,Pre-COVID,271.74,47865.0
2019,feb,Food Away From Home,276.59,Midwest,Pre-COVID,278.43,
2020,feb,Food Away From Home,283.349,Midwest,Post-COVID,285.24,51440.833333333336
2021,feb,Food Away From Home,292.202,Midwest,Post-COVID,294.15,53044.166666666664
2022,feb,Food Away From Home,314.608,Midwest,Post-COVID,316.71,56114.166666666664
